PLACE_NM,GUGUN_NM,TRRSRT_LA,TRRSRT_LO,TRRSRT_ROAD_NM_ADDR,TEL_NO,GRP_NM,SEASON_NM,IEM_NM,CL_NM,ETC_CN
동래시장,동래구,35.20391,129.08588,부산광역시 동래구 동래시장길 14,0515521651,"가족,부모,아이,커플,친구",사계절,쇼핑,도시,"2층짜리 깔끔한 현대식 건물인 동래시장의 나이는 벌써 250살. 조선시대 부산지역 최대 5일장이었던 동래장터가 현재까지 동래에서 가장 큰 규모를 자랑하는 전통시장으로 이어지고 있다. 시장 내 점포들도 오랜 기간 전통을 유지해 온 집들이 많다. 건물 바깥쪽을 둘러싼 한약재상, 가격을 좀처럼 올리지 않는 식당가, 애교로 흥정이 가능한 패션잡화 등 대부분의 가게가 최소 40 ~ 50년 경력을 자랑한다. 가격 저렴, 상품 고퀄, 소문난 맛집 하면 동래시장!"
자갈치시장,중구,35.096664,129.03055,부산광역시 중구 자갈치해안로 52,07052261483,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"도심에서 바다를 보면서 갓 잡아온 생선회를 먹을 수 있는 곳이 부산 말고 또 있을까? 수평선이 보이는 남해바다를 반찬 삼아 싱싱한 회 한 점과 노릇노릇 잘 구워진 생선구이, 그리고 얼큰하게 끓어낸 매운탕을 함께 한다면 자갈치시장과 부산 바다가 우리 입 안에 가득할 것이다."
부평깡통시장,중구,35.102184,129.02582,부산광역시 중구 부평1길 48,0512431128,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"각종 분식과 한식, 서양식 먹거리가 새벽까지 넘쳐나는 곳, 진정한 먹방을 원한다면 골목마다 다양한 음식이 줄지어 우리를 기다리는 부평깡통시장으로 가자!"
구포시장,북구,35.209274,129.00357,부산광역시 북구 구포시장1길 1,0513339033,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"싱싱한 해산물과 건어물, 셀 수 없을 정도의 다양한 품목이 즐비한 구포시장. 각종 먹거리도 넘쳐난다. 하루 종일 시장 안에서 놀아도 되겠다."
서면시장,부산진구,35.155655,129.05817,부산광역시 부산진구 서면로 56,0518065025,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,2층에는 서면시장청년몰 온나(onna)가 조성되어 젊은 사장님들의 감각적인 가게가 입점해 전통시장에 새로운 활력을 불러일으키고 있다. 지역청년과 시장상인의 상생으로 서면시장이 더욱 빛난다.
부전시장,부산진구,35.162804,129.06134,부산광역시 부산진구 중앙대로783번길 23,0518187009,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"한국전쟁 이후 피난민들이 모여 일군 삶의 터전, 부전시장. 지금은 부전마켓타운이라는 다소 현대적인 이름을 가졌지만 부산 사람들은 여전히 부전시장이라 부른다."
남항시장,영도구,35.08876,129.04222,부산광역시 영도구 절영로49번길 73-5,0514149500,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,피란민이 일군 전통시장으로 싱싱한 해산물이 특화된 시장이다. 가격 착한 맛집이 종류별로 성업 중이라 시장은 항상 많은 인파로 북적인다.
봉래시장,영도구,35.08876,129.04222,영도구 태종로113번길 39,0514133111,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,일제강점기 시절 형성되어 역사와 전통을 자랑하는 시장이다. 50년 이상 삼진어묵 본점이 자리하고 있어 어묵의 본고장이라 할 수 있다.
해운대시장,해운대구,35.16165,129.1621,부산광역시 해운대구 구남로41번길 22-1,0517463001,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,해운대 해수욕장과 5분 거리에 위치한 해운대시장은 다양한 먹거리와 볼거리로 항상 북적인다.
민락회타운,수영구,35.155643,129.1237,부산광역시 수영구 민락수변로 1,0517573000,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,광안리 바다와 광안대교를 바라보며 들어서 있는 민락회타운. 1층 활어판매시장에서 횟감을 고르면 위층에 즐비한 횟집에서 싱싱한 바다의 맛을 음미할 수 있다.
기장시장,기장군,35.243847,129.21524,부산광역시 기장군 기장읍 읍내로104번길 16,0517213963,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,알록달록 파라솔 사이로 정이 넘치는 기장 아지매들의 환한 미소가 빛난다. 바다에서 금방 건져 올린 싱싱한 해산물은 물론 토실토실 살 오른 농산물까지 없는 게 없다.
구봉산 치유숲길,동구,35.125202,129.02582,부산광역시 동구 구봉북길 19(부산 동구 산 35-22),0514404814,"가족,부모,아이,친구,혼자",사계절,쇼핑,도시,숲길 가득 빽빽한 편백나무가 하늘을 향해 높이 뻗어 있습니다. 치유숲길에 들어서는 순간 상쾌한 기운이 온 몸을 감싸주니 기분 좋은 에너지가 무한충전 되는 듯 합니다. 울창한 숲 한가운데서 잠시 가던 길을 멈추고 마음껏 피톤치드를 음미해 보세요. 새들이 선물하는 아름다운 선율도 감상하고 나무 그늘 사이로 비치는 온화한 햇살도 듬뿍 받아가세요.
수영강상설카약체험장,수영구,35.169857,129.12282,부산광역시 수영구 수영로741번길 20 103동 앞 수영강,0517435589,"아이,커플,친구,혼자",여름,"자연,체험,이색여행",바다,"해마다 여름이 되면 이번엔 어떤 방법으로 무더위를 피해볼까 이것저것 생각하느라 많이 바쁘셨죠?^^ 꼼짝 않고 실내에서 에어컨만 켜 놓고 있을 순 없고, 그렇다고 경제적으로 많은 경비를 지출할 수도 없어요. 특히나 요즘은 생활 속 거리두기를 항상 염두에 두고 계획을 세워야 하니, 선택의 여지가 별로 없는 것도 사실이에요. 시원한 강바람에 몸을 맡기고 유유자적하는 방법이 하나 있긴 한데… 혹시… 카약 한번 타 보실래요?"
부산아쿠아리움,해운대구,35.15938,129.16101,부산광역시 해운대구 해운대해변로 266,0517401700,"가족,부모,아이,친구",사계절,체험,"도시,기타",커플들의 데이트 장소이자 가족들과 단체 나들이하기 좋은 곳. 바라만 보는 바다는 이제 안녕. 부산아쿠아리움에서 놀라운 바다 속 세상을 경험해보자.
광안리 해양레포츠센터,수영구,35.153183,129.11899,부산광역시 수영구 광안해변로54번길 222,0516220027,"부모,아이,커플,친구","여름,가을",체험,바다,"해양레포츠하면 가장 먼저 떠올리는 것은 아무래도 서핑이겠지만, 파도의 영향을 많이 받기 때문에 초보자가 도전하기에는 두려움이 앞선다. 최근 그 대안으로 떠오른 것이 바로 ‘스탠드 업 패들보드(SUP)’다. 패들보드는 서핑보다 비교적 쉽고 안정적이라 초보자들도 당황하지 않고 즐길 수 있다. 간단한 강습만 받으면 금방 바다에 나갈 수 있다는 장점 덕분에 다양한 연령대의 강습생이 많다는 것도 특징이다."
태권도 체험,남구,35.138103,129.10725,부산광역시 남구 황령대로 492번길 8 대영태권도,0516285286,"가족,부모,아이,커플,친구",사계절,체험,도시,한국을 대표하는 무술은 누가 뭐래도 태권도다. 2000년 시드니 올림픽부터 올림픽 정식종목으로 채택된 이후 전 세계 200여 개국에 태권도 협회가 있을 정도로 세계인이 즐기고 수련하는 무술로 인정받고 있다. 이제는 단순한 무술이 아니라 한국의 대표적인 문화가 된 태권도를 누구나 쉽고 재미있게 체험해볼 수 있다.
한복체험관,중구,35.101254,129.03232,부산광역시 중구 용두산길 37-55,01064858507,"친구,혼자",사계절,"문화,공원,체험",기타,"배시시 한복을 고르고 스타일링 하는 내내 설렌다. 손가락 하트가 만국공통어가 된지는 오래. 하트를 날리는 사람도, 받는 사람도 모두 즐거운 순간이다. 여행 내내 웃음이 끊이지 않는다. 한복 입은 내 모습이 신기하면서도 예뻐 보인다. 한복 입으러 또 아담 가자."
산악자전거 체험,북구,35.22574,129.00351,부산광역시 북구 화명동 1718-10(화명생태공원),0513106011,"가족,부모,아이,커플,친구,혼자",사계절,체험,산,"울퉁불퉁 언덕과 산길을 에너지 넘치게 달리는 산악자전거는 다른 체험에서 느낄 수 없는 ‘살아있음’을 느끼게 해준다. 페달을 밟으며 산을 오를 때는 그 어느 스포츠보다 힘들 수 있지만, 시원한 바람 가르며 내려오는 길은 산악자전거의 스릴을 제대로 만끽하는 시간이 된다."
낙동강생태탐방선,사하구,35.109783,128.94913,부산광역시 사하구 하단동 1149-10(을숙도생태공원 내),0512942135,"가족,부모,아이,커플,친구,혼자",사계절,체험,기타,"부산은 바다, 산, 강을 모두 품고 있어 관광 자원이 매우 풍부하다. 최근에는 ‘낙동강 생태탐방선’이 부산의 관광지로 새롭게 주목받고 있다."
다도체험,동래구,35.224957,129.0772,부산광역시 동래구 우장춘로 211(금강사),0515551383,"커플,친구,혼자",사계절,문화,산,"차를 만들고 마시는 예절을 뜻하는 ‘다도’는 우리나라에서는 예로부터 ‘다례’라고 불렀다. 우리나라의 ‘다례’는 아주 오랜 시간 동안 불교를 중심으로 전승되어왔지만, 불교를 억압했던 조선시대를 맞아 차 문화가 쇠퇴했으며 자연히 남아있는 차 문화는 절을 중심으로 이어져와 오늘날에 이르게 됐다. 그래서 자연히 오늘날의 다례체험은 절에서 주로 체험할 수 있다."
동래학춤,동래구,35.228443,129.08504,부산광역시 금정구 장전로 33-6(이화풍류원),0515830053,"가족,부모,아이,커플,친구",사계절,"문화,체험",기타,"동래학춤은 춤이기도 하지만, 풍물패가 만들어내는 음악과 소리꾼의 소리가 합쳐졌을 때 비로소 완성되는 예술이다. 음악과 소리, 학춤의 삼위일체가 만들어내는 무아지경의 세계, 바로 동래학춤이다."
발효체험,남구,35.146694,129.06706,부산광역시 남구 전포대로 110(연효재),0516369355,"가족,부모,아이,커플,친구",사계절,체험,도시,발효체험은 그저 막걸리를 만드는 체험이 아니라 발효에 담긴 조상들의 지혜와 얼을 가득 담아오는 시간이다. 막걸리를 비롯한 다양한 종류의 체험을 경험하며 우리 발효 문화의 느긋함을 깊게 느껴보자.
송도오토캠핑장,서구,35.072613,129.01756,부산광역시 서구 송도해변로 36,01066680627,"커플,친구,혼자",사계절,체험,"바다,도시",똑같이 반복되는 일상에 활력을 불어넣어주기에 탁 트인 야외에서 하루를 보내는 캠핑만한 것도 없다. 바다와 강이 반겨주는 부산의 도심 속에서 광활한 자연을 느끼며 부산 캠핑만의 즐거움을 만끽한다.
부산쿠킹클래스,서구,35.101288,129.02072,부산광역시 서구 구덕로186번길 15 2층,0519511220,"커플,친구,혼자",사계절,체험,도시,"부산을 찾는 외국인들에게는 새로운 경험을, 이색적인 체험을 원하는 여행자들에게는 특별한 시간을 선물해 줄 한식 원데이클래스가 여러분을 기다린다."
핸드메이드 캔들 체험,중구,35.10026,129.02805,부산광역시 중구 중구로 28 국제시장 6공구 B동 2층,050714611198,"아이,커플,친구,혼자",사계절,체험,도시,"만들어진 캔들은 어디에도 없는 나만의 바다가 된다. 여행하는 방법이 사람마다 다르듯 여행을 기억하는 방법도 여러 가지다. 누군가는 사진으로, 누군가는 기념품으로, 누군가는 향기로. 부산 바다를 오래도록 기억하고 싶은 당신에게 부산을 담은 특별한 바다를 선물하면 어떨까."
템플스테이,부산진구,35.176865,129.02768,부산 부산진구 백양산로 138,0518037573,"커플,친구,혼자",사계절,"자연,문화,체험",산,"항상 정신없고 바쁘기만 한 일상, 쳇바퀴처럼 반복되는 삶에서 작은 쉼표 하나 찍고 싶은 심정은 모든 현대인들의 로망이자 꿈이다. 영원히 떠날 수 없다면 조금 용기를 내 일상에 작은 숨구멍을 내어보자. 호젓한 부산 산기슭에서 생각을 덜어내고 심신의 평온을 찾을 수 있는 시간, 바로 템플스테이다."
농장체험,강서구,35.18373,128.89934,부산광역시 강서구 봉죽길91번길 65-38(두루팜),0518325062,"가족,부모,아이,커플,친구",사계절,체험,기타,"여름엔 블루베리, 봄?겨울엔 딸기, 가을엔 고구마?땅콩 체험이 진행되는 두루팜 체험농장은 실속 있는 프로그램으로 최상의 만족도를 제공한다. 맘껏 먹으며 수확도하고, 수확물로 맛있는 것도 만들고, 일정량을 가져갈 수도 있는 덤까지, 세상 행복한 기분을 만끽할 수 있다. 서부산의 풍요로운 들녘으로 삼삼오오 즐거운 소풍 가자~"
부산칠드런스뮤지엄,기장군,35.192085,129.21779,부산광역시 기장군 기장읍 기장해안로 172 스타테라스 2F,0517118862,"가족,아이",사계절,체험,기타,"세계최고의 어린이 시설인 미국의 인디애나폴리스 칠드런스 뮤지엄과 자매결연을 하여, 그 노하우를 공유하고 있으며, 국내 최대 규모로 계획한 부산 칠드런스 뮤지엄은 35개의 체험물로 구성되어 있습니다. 아이들의 ‘뛰어 놀 권리’를 보호한다는 취지로 설립되었으며 아이들은 놀이를 통한 교육으로 자신의 상상력과 창의력을 한 계단 더 성장시킬 수 있습니다. 부산 칠드런스 뮤지엄은 과학의 각 분야들과 순수예술이 조화를 이루는 여러 가지 테마로 이루어져 있습니다. 아이들의 무한한 잠재력과, 창의력과 상상력이 고취되는 특별한 순간을 부산 칠드런스 뮤지엄이 함께 하겠습니다."
한국음식문화원,부산진구,35.172245,129.07109,부산시 부산진구 중앙대로 922 동서대사회교육원 1층 한국음식문화원,0519498008,"가족,아이,커플,친구",사계절,체험,도시,"한류문화 열풍, 국민 식생활 수준 향상 및 다문화 가정의 증가 등으로 우리나라 음식에 대한 관심이 관심이 높아지고 있습니다. 지역사회에 건강한 우리 식문화를 전파하고, 전통 우리음식의 재발견과 한식의 현대적 재해석을 통해 우리의 식문화를 제대로 알리며 교육하는 곳입니다."
드림씨어터,남구,35.148117,129.06573,"부산시 남구 전포대로 133, 3층 드림씨어터 (문현동, IFC부산 오슬로파크)",18333755,"가족,커플,친구",사계절,문화,도시,드림씨어터는 최고의 공연을 만날 수 있는 부산 유일의 초대형 뮤지컬 전용극장입니다. 대형 규모의 작품들을 올릴 수 있는 공연장이 없어 그 동안 선보일 수 없었던 세계적인 No.1 걸작들을 이제 부산에서도 즐길 수 있는 꿈의 공연장입니다.
부산국가지질공원,남구,35.124897,129.1193,부산광역시 남구 이기대공원로 68(이기대공원관리사무소),0518883638,"가족,아이,친구,혼자","봄,가을",자연,바다,2020년 12월 유네스코 세계지질공원 후보지로 선정된 부산국가지질공원은 바다와 산 그리고 강하구를 아우르는 천혜의 경관 속에서 해양도시 부산의 고유한 멋과 지질역사를 고스란히 간직하고 있는 국내 유일의 도시형 지질공원입니다.
송도용궁구름다리,서구,35.06196,129.02226,부산 서구 암남동 620-53,0512404087,"가족,부모,아이,커플,친구,혼자","봄,여름,가을","자연,공원",바다,이번에 소개하는 곳은 송도용궁구름다리입니다. 송도 전체를 바라 볼 수 있는 부산의 새로운 명소 입니다. 구름다리 그 이름 그대로 구름 위를 걷고 있는 듯한 기분으로 만들어 준다고 합니다.
청사포 고양이마을,해운대구,35.16136,129.18816,부산 해운대구 중동 산 34-2,0514390072,"아이,커플,친구,혼자","봄,여름,가을",자연,"바다,도시","청사포는 방파제 위에 우뚝 솟은 쌍둥이 등대와 독특한 해상 스카이워크가 있는 것으로 유명하며, 국내외 관광객들에게도 인기있는 명소. 특히 최근에는 청사포 마을을 내 얼굴로 걷는 길고양이들이 이 작은 어촌 마을 일에 한 몫하고 있다. 지금 ‘청사포 고양이 마을’은 새로운 인기 검색어다."
부산영화체험박물관,중구,35.10169,129.0337,부산광역시 중구 대청로126번길 12,0517154200,"가족,아이,커플,친구,혼자",사계절,"문화,체험",도시,"영화의 도시 부산에 ‘봄’이 왔다. 봄(BOM)은 Busan museum Of Movies의 줄임말로 영화의 모든 것을 보고, 느끼고, 즐기는 영화관련 전문체험관이다. 매년 부산국제영화제가 개최되고 영화촬영지로서 최적의 조건을 갖춘 도시 부산에, 영화제작에 관련된 다양한 체험콘텐츠를 즐길 수 있는 공간이 생긴 것이다."
브라운핸즈 백제,동구,35.11635,129.03696,부산광역시 동구 중앙대로209번길 16,0514640332,"커플,친구,혼자",사계절,"자연,걷기,이색여행","산,도시","이바구길에서 처음으로 마주친 스폿은 바로 브라운핸즈 백제, 심야카페 장편의 배경이 되는 장소이기도 하다. 1927년 개업한 백제병원 건물이 지금은 보수와 개조를 거쳐 브라운핸즈 백제라는 이름의 근사한 카페가 됐다. 등록문화재 제647호로 지정되어 건물 외관은 물론 내부 바닥 등을 최대한 보존했기 때문에 과거의 흔적을 만나볼 수 있는 곳이다. 현대 건축미와 레트로한 감성이 동시에 느껴지는 건물 입구 앞에 서서 사진을 찍는 것만으로도 예쁜 추억을 만들기엔 충분하다."
이바구캠프,동구,35.119048,129.02643,부산광역시 동구 망양로533번길 30-8,0514670289,"커플,친구,혼자",사계절,"자연,걷기,이색여행","산,도시","잠시 동안 버스를 타고 이동해서 도착한 곳은 이바구캠프. 드라마에 등장했는데 산복도로의 꼭대기에 위치하고 있어서 전망이 좋기로도 유명하다. 그냥 지나치기 아쉬운 전망이라 여행자들이 잠시 쉬어 갈 수 있도록 도시민박촌을 조성했는데, 전망 좋은 게스트하우스와 옥상 캠프는 SNS에서는 이미 유명한 뷰 맛집이다."
네모상점,연제구,35.19148,129.09218,부산광역시 연제구 신금로 25 2층 227호,050713879640,"가족,부모,아이,커플,친구,혼자",사계절,"체험,이색여행",도시,"둥근 지구를 위한 네모의 실천’이라는 캐치프레이즈와 함께 아기자기~ 소유욕 발동하는 예쁜 친환경 제품을 판매하는 네모상점! 이곳에서는 탈색, 색소 등 어떠한 약품처리도 하지 않은 천연 수세미를 비롯해 패브릭 컵홀더 등 여행과 일상생활에서 사용할 수 있는 다양한 제품을 판매하고 있다. 네모상점에서 강력히 추천하는 제품은 바로 비누처럼 만든 주방 세제. 화학 성분과 화학 계면활성제가 첨가되지 않은 식물유래 성분으로 만들어 더욱더 안심하고 사용할 수 있다. 이것이야말로 화학물질에 노출된 현대인에게 딱 필요한 제로 웨이스트 물품이지 않을까 싶다. 네모상점에서는 재활용품에 또 다른 디자인과 활용도를 더해 가치를 높이는 업사이클링 체험도 할 수 있다."
심플리파이,수영구,35.14231,129.10808,부산광역시 수영구 남천동로16번길 5,0516280622,"가족,부모,아이,커플,친구,혼자",사계절,"체험,이색여행",도시,"쓰레기 없는 가게 심플리파이,심플리파이! 다소 작은 규모의 제로 웨이스트 숍이지만 주방용품, 욕실용품, 의류, 식기, 식품 등 없는 것 빼고 다 있는 속이 꽉 찬~ 가게다. 천연 리넨 소재 옷을 비롯해 에코백, 손수건, 유기농 순면 생리대 등 다양한 제품을 갖추고 있어 여성들의 발길이 잦은 곳!"
천연제작소,북구,35.21084,129.00835,부산광역시 북구 덕천1길 93 2층,0513389619,"가족,부모,아이,커플,친구,혼자",사계절,"체험,이색여행",도시,"부산 최초의 제로 웨이스트 숍으로 유명한 천연제작소! 명성답게 각종 다양한 제품이 섹션 별로 나누어져 있다. 그래서 필요한 물품을 찾기에도 수월하다. 제로 웨이스트 실천 중 가장 쉽게, 가장 먼저 할 수 있는 것을 꼽으라면 그것은 바로 ‘칫솔 교체’! 칫솔에서 떨어져 나오는 미세 플라스틱의 문제가 대두되면서 옥수수 전분, 나무 등으로 만든 칫솔이 주목받고 있다. 천연제작소에는 칫솔을 비롯한 다양한 욕실용품과 주방용품, 생활용품 등을 판매하고 있다."
스카이라인루지,기장군,35.19464,129.21669,부산 부산광역시 기장군 기장읍 시랑리 산60-1,0517226002,"가족,부모,아이,커플,친구",사계절,"자연,체험,이색여행",도시,"유유자적, 모든 게 천천히 흘러가는 듯 여유가 느껴지는 이 가을을 좀 더 박진감 있게 타는 방법이 있다. 그것은 바로 ‘스카이라인 루지.’ 32년 전 뉴질랜드에서 처음 시작한 스카이라인 루지는 누구라도 쉬운 조작법으로 모든 연령대가 즐길 수 있는 액티비티다."
화명생태공원,북구,35.22594,129.00342,부산광역시 북구 화명동 1718-17,0513106057,"가족,부모,아이,커플,친구",사계절,"자연,체험,이색여행",도시,봄이면 수수한 벚꽃이 흐드러지게 피고 가을이면 빨간 단풍이 매력을 뽐내는 화명생태공원! 요리보고 조리 봐도 울창한 나무와 숲이 있는 이곳은 상쾌한 공기를 마시며 라이딩 하기에 딱 좋은 장소다. 씽씽- 페달을 밟고 가을바람을 가로지르며 달리다 보면 ‘센티함이 뭐예요?’라는 생각이 절로 든다.
고우니생태길,사하구,35.04825,128.96046,부산광역시 사하구 다대동 다대로 다대포 생태탐방로,0512205891,"아이,커플,친구,혼자",사계절,"걷기,이색여행",기타,"다대포해수욕장을 따라 줍깅을 하다 보면 이내 고우니생태길에 도착한다. 데크 길을 걸으며 다대포해수욕장의 풍광을 바라볼 수 있을 뿐 아니라 습지와 갈대가 어우러져 사진찍기 좋아 연인들의 데이트 코스로 주목받고 있는 이곳! 특히, 주말이면 셀프스냅 촬영을 위해 방문한 연인들의 모습을 심심찮게 발견할 수 있다. 사람들의 발길이 잦은 곳인 만큼 줍깅하기 좋은 장소. 무엇보다, 노을에 물든 갈대가 바람에 살랑이는 로맨틱한 풍경을 보면 흘린 땀이 절대 아깝지 않을 것이다."
흰여울터널,영도구,35.07589,129.04594,부산광역시 영도구 영선동4가 1210-38,0514194067,"가족,부모,아이,커플,친구,혼자",가을,"자연,공원,이색여행",바다,감천문화마을 만큼이나 이국적인 풍경을 자랑하는 부산여행지가 바로 영도 흰여울문화마을이다. 발 아래로 바다가 펼쳐지는 해안 절벽에 위치한 마을이라 그리스 산토리니도 부럽지 않은 경치를 자랑한다. 커다란 외항선들이 마을 앞바다에 정박해 있는 모습을 보고 있으면 외국의 어느 섬에 와 있는 듯한 착각마저 든다. 항구도시 부산의 매력을 이토록 진하게 느낄 수 있는 공간이 또 있을까.
역사의 디오라마,중구,35.1037756,129.00762,부산광역시 중구 영주로 93,0519995729,혼자,사계절,걷기,도시,"부산의 역사를 압축해 보여주는 공간으로 산복도로만 한 곳도 없다. 경사지를 따라 빼곡히 들어선 가옥은 마치 피난민의 남루했던 삶과 부두노동자의 고단했던 하루가 빚어낸 하나의 예술작품 같아 보인다. 1960년대 중반 이 달동네를 가로지르는 도로가 만들어지는데, 사람들은 굽이치는 가파른 길 위를 달리는 버스 위에 몸을 싣고 학교로, 일터로 향했다. 점점 번듯한 집들이 들어서고 그렇게 동네는 변화를 맞는다. 민주공원으로 올라가는 길 중턱에 있는 ‘역사의 디오라마(Diorama)’는 이런 부산의 과거를 미적으로 풀어낸 공간이다. 이곳에는 관조, 남고(覽古), 응시, 전망 등 4가지 테마로 구성된 건축물이 들어서 있다. 거기엔 부산의 자연과 문화 그리고 근대역사를 관통해 미래로 가고자 하는 뜻이 담겨 있다. 그 의지는 발치 아래 펼쳐진 푸른 바다 조망과 어우러지며 완성된다. 역사의 디오라마에서 이어진 길을 따라 오르면 민주공원에 이른다. 산꼭대기 작은 조각공원 주변으로 사람들이 삼삼오오 모여 있다. 장기, 바둑으로 여가를 보내는 장면이다."
삼락상설카약체험장,사상구,35.16907,128.96745,부산광역시 사상구 삼락동 29-21 삼락수상레포츠타운(삼락오토캠핑장 옆),07041400006,"아이,커플,친구,혼자",여름,"자연,체험,이색여행",바다,"카약을 타기 전, 안전을 위한 기본방법은 숙지해야겠죠? 구명조끼 착용법을 배우고 나면 전문 강사님께서 카약 타는 방법을 친절하게 가르쳐 주신답니다. 사실 카약 타는 것이 그리 어렵지 않아서 초보도 걱정 없이 바로 탈 수 있습니다. 카약에 처음 앉을 때는 마음이 굉장히 설레고 조금 긴장이 되기도 해요. 강사님이 큰 소리로 카운트다운 하신 후에 온 힘을 다해서 카약을 강물에다 밀어 넣어버리죠. 그 몇 초의 순간은 정말이지 짜릿짜릿 하답니다. 물에 막 들어갔을 땐 배 위에서 방향을 익히는 것에 약간의 시간이 걸릴 수도 있어요. 하지만 왼쪽 오른쪽 노를 저어가다 보면 원하는 방향으로 손쉽게 조절이 가능하다는 것을 알게 되죠. 카약탈 때의 가장 큰 재미는 자기 스스로 속도와 방향을 제어할 수 있다는 것 아니겠습니까? 흐르는 강물 따라 유유자적을 하든, 속도를 붙여 열심히 앞을 향해 나아가든, 그 모든 걸 컨트롤 할 수 있는 사람은 바로 나 자신이라는 거죠"
UN기념공원,남구,35.1279,129.09399,부산광역시 남구 유엔평화로 93,0516250625,커플,가을,이색여행,"바다,산","화창한 날씨가 계속되는 요즘, 대연동에 있는 UN기념공원으로 가볍게 가을 산책을 떠나보자. UN기념공원은 한국전쟁 중 전사한 UN군을 기리기 위한 세계 유일의 UN군 묘지이자 성지다. 하지만 부산 사람들이 유독 가을만 되면 이곳을 찾는 이유는 따로 있다. 바로 울긋불긋 가을로 물들어 가는 메타세쿼이아 가로수 길을 보기 위해서다."
감지해변,영도구,35.05987,129.06876,부산광역시 영도구 동삼동,0514058745,"커플,친구,혼자",사계절,걷기,"바다,산",태종사에서 내려오면 태종대 일주도로와 만난다. 오른쪽으로 가면 곧장 태종대 유원지 입구로 향하고 왼쪽으로 가면 영도등대와 전망대를 거쳐 유원지 입구로 갈 수 있다. 시간이 넉넉하다면 왼쪽으로 방향을 잡고 걸으면서 중간에 만나는 영도등대와 전망대를 함께 둘러보자. 유네스코 지질공원으로 지정될 만큼 아름다운 태종대의 해안 풍경을 만날 수 있는 코스다.
태종사,영도구,35.05592,129.08596,부산광역시 영도구 전망로 119,0514037775,"커플,친구,혼자",사계절,걷기,"바다,산",드라마틱했던 태종대 비밀의 숲의 대미를 장식할 태종사는 1970년대에 세워진 사찰이다. 대웅전을 중심으로 산신각과 그 외 부속 건물들이 태종산 자락에 자리하고 있는데 고즈넉한 분위기가 주변 풍경과 잘 어우러진다.
